Latitude,Longitude,Organisation Legal Name,Activity Id,Activity/Program Name,Location Name,Location Full Address
-37.9870534,145.2108198,Hanover Welfare Services Limited,4-YQNLTI,Financial Crisis and Material Aid - Emergency Relief,Dandenong,35 Robinson St Dandenong VIC 3175
-27.61456681,152.7563649,Harvest Rain Christian Care Ltd,4-YQOKUT,Financial Crisis and Material Aid - Emergency Relief,Harvest Rain Christian Care,154 Brisbane Street IPSWICH QLD 4305
-37.65350279,145.5176422,Healesville Inter Church Community Care Inc.,4-YT0RPW,Financial Crisis and Material Aid - Emergency Relief,Healesville Inter Church Community Care Inc.,231 Maroondah Highway Healesville VIC 3777
-34.38675596,150.8951574,HEALTHY PEOPLE ILLAWARRA INC.,4-Y13WBU,Community Development and Participation Grants,Healthy People Illawarra Incorporated,"Ground Floor, 6-10 Princes Highway, FAIRY MEADOW NSW 2519"
-34.9072502,138.5891494,HELPING HAND AGED CARE INC,4-YZSMDC,Existing and Emerging Challenges including Dementia Care,Helping Hand Aged Care Inc,"34 Molesworth Street, NORTH ADELAIDE SA 5006"
-18.65219349,146.1540242,HINCHINBROOK COMMUNITY SUPPORT CENTRE INC,4-YT0S5Z,Financial Crisis and Material Aid - Emergency Relief,Hinchinbrook Community Support Centre Incorporated,"71 Townsville Road, INGHAM QLD 4850"
-12.372508,130.880949,HK TRAINING & CONSULTANCY PTY LTD,4-YT3LQD,Financial Crisis and Material Aid - Emergency Relief,HK Training & Consultancy Pty Ltd,"CASCOM Centre, Unit 3/17 Scaturchio St, CASUARINA NT 0810"
-42.85025279,147.2981069,Hobart City Mission Inc.,4-YT3M4H,Financial Crisis and Material Aid - Emergency Relief,Hobart City Mission,11-13 Main Rd MOONAH TAS 7009
-42.88532568,147.3216819,Hobart City Mission Inc.,4-YT3M4H,Financial Crisis and Material Aid - Emergency Relief,Hobart City Mission,50 Barrack Street Hobart TAS 7000
-34.49713461,150.8949398,HOUSE OF HOPE RECOVERY CENTRE INC,4-1SNJOHC,Community Development and Participation Grants,Hope Centre,"Unit 6, 243 Shellharbour Road, WARRAWONG NSW 2502"
-32.92785744,151.7664629,HUNTER VOLUNTEER CENTRE INC,4-103KAV1,Volunteer Management Program,Hunter Volunteer Centre Inc,"Suite 2, Level 2, 406-408 King Street, NEWCASTLE NSW 2302"
-27.61490052,152.7648625,ICYS IPSWICH COMMUNITY YOUTH SERVICE INC,4-Y6M8J4,Community Development and Participation Grants,Ipswich Community Youth Service Inc,"17 Thorn St, IPSWICH QLD 4305"
-26.53092188,153.0913851,IFYS LIMITED,4-YT93RK,Financial Crisis and Material Aid - Emergency Relief,IFYS - Coolum,"1 Park Street, COOLUM BEACH QLD 4573"
-26.65514106,153.0829054,IFYS LIMITED,4-YT93RK,Financial Crisis and Material Aid - Emergency Relief,IFYS - Maroochydore,"Unit 1, 27 Evans Street, MAROOCHYDORE QLD 4558"
-26.65921786,153.0958789,IFYS LIMITED,4-YT93RK,Financial Crisis and Material Aid - Emergency Relief,IFYS Limited - Administration,"108 Parker Street, MAROOCHYDORE QLD 4558"
-34.42768525,150.8914598,Illawarra Aboriginal Corporation,4-YTC7AT,Financial Crisis and Material Aid - Emergency Relief,Kenny Street,22 Kenny Street WOLLONGONG NSW 2500
-34.48479069,150.8867417,ILLAWARRA LEGAL CENTRE INC,4-YQZEZE,Problem Gambling,Illawarra Legal Centre Inc,"7 Greene St, WARRAWONG NSW 2502"
-24.85563661,152.3754844,IMPACT Community Services,4-YZVN7W,Children and Parent Support Services,Bundaberg,108 Bargara Road BUNDABERG QLD 4670
-24.85563661,152.3754844,IMPACT Community Services,4-Z3QL4D,"Community Mental Health, Early Intervention for Children, Young People and their Families",Bundaberg,108 Bargara Road BUNDABERG QLD 4670
-27.61349785,152.8950357,Inala Community House,4-YZ8W33,Settlement Grants,ICH - Goodna Neighbourhood Centre,"Lot 3, 72 Alice Street GOODNA QLD 4300"
-27.60512929,152.9755098,Inala Community House,4-YZ8W33,Settlement Grants,ICH - Inala Neighbourhood Centre,"Lot 330, 35 Sittella Street INALA QLD 4077"
-16.92932016,145.7603589,Indigenous Consumer Assistance Network Ltd,4-YBRDQW,Commonwealth Financial Counselling and Financial Capability,Cairns,"Lot 7, 209 Buchan Street BUNGALOW QLD 4870"
-19.25677606,146.8172461,Indigenous Consumer Assistance Network Ltd,4-YBRDQW,Commonwealth Financial Counselling and Financial Capability,Townsville,"Suite 2, 95 Denham St TOWNSVILLE QLD 4817"
-17.52208684,146.0169646,INNISFAIL YOUTH & FAMILY CARE INC,4-YGOOA6,Financial Crisis and Material Aid - Emergency Relief,Innisfail Youth and Family Care Inc,"16 Danelle Street, INNISFAIL QLD 4860"
-17.5239478,146.0308071,INNISFAIL YOUTH & FAMILY CARE INC,4-YGOOA6,Financial Crisis and Material Aid - Emergency Relief,Innisfail Youth and Family Care Inc,"28 Rankin Street, INNISFAIL QLD 4860"
-35.53125939,144.9594411,Intereach Limited,4-YZYYU7,Children and Parent Support Services,Deniliquin and Deniliquin Region,78 Napier Street DENILIQUIN NSW 2710
-34.5105387,144.8428189,Intereach Limited,4-YZYYU7,Children and Parent Support Services,Hay,92 Lachlan Street HAY NSW 2711
-33.73667715,150.9462903,INTERRELATE LIMITED,4-YZJX7D,"Community Mental Health, Early Intervention for Children, Young People and their Families",Interrelate Family Centres,"Suite 423, Level 4, 14-16 Lexington Dr, BELLA VISTA NSW 2153"
-27.61640012,152.763329,IPSWICH ASSIST,4-YHDHBM,Financial Crisis and Material Aid - Emergency Relief,Ipswich Assist,"20 Limestone St, IPSWICH QLD 4305"
-27.61028575,152.7900838,Ipswich Housing and Support Services Inc.,4-YHPBX0,Financial Crisis and Material Aid - Emergency Relief,Ipswich Housing & Support Services Inc,14 South Station Road BOOVAL QLD 4304
-33.82033772,151.0055094,Iranian Community Organisation,4-YYU5BV,Settlement Grants,Iranian Community Organisation,2/7 Parkes St PARRAMATTA NSW 2150
-33.7714864,150.9120847,Iranian Community Organisation,4-YYU5BV,Settlement Grants,Iranian Community Organisation Blacktown,2/125 Main Street Blacktown NSW 2148
-33.87190079,150.9527859,Iranian Community Organisation,4-YYU5BV,Settlement Grants,Iranian Community Organisation Fairfield,50 Harris Street FAIRFIELD NSW 2165
-33.9220183,150.9253528,Iranian Community Organisation,4-YYU5BV,Settlement Grants,Iranian Community Organisation Liverpool,170 George Street LIVERPOOL NSW 2170
-31.86896102,115.859588,ISHAR MULTICULTURAL WOMENS HEALTH CENTRE INC,4-1O4G8KE,Settlement Grants,Ishar Multicultural Women's Health Centre Inc,"21 Sudbury Road, MIRRABOOKA WA 6061"
-37.74813096,144.7993634,ISIS PRIMARY CARE LTD,4-YQZF4J,Problem Gambling,ISIS Primary Care,"1 Andrea Street, ST ALBANS VIC 3021"
-27.62505516,153.1306001,Islamic Womens Association of Qld Inc,4-YZ09SE,Settlement Grants,Head office,"Lot 7, 11 Watland Street SPRINGWOOD QLD 4127"
-31.9398,115.8561,ITALO AUSTRALIAN WELFARE & CULTURAL CENTRE INC.,4-YHY9HZ,Financial Crisis and Material Aid - Emergency Relief,Italo Australian Welfare & Cultural Centre Inc.,"209 Fitzgerald Street, PERTH WA 6000"
-31.94304,115.93956,Jacaranda Community Centre Inc,4-YHY9SQ,Financial Crisis and Material Aid - Emergency Relief,Jacaranda Community Centre Inc,146 Epsom Avenue BELMONT WA 6104
-37.7870142,144.9355203,Jesuit Social Services,4-YZF1XD,Settlement Grants,Flemington,58 Holland Crt FLEMINGTON VIC 3031
-37.74196241,144.8111108,Jesuit Social Services,4-YZF1XD,Settlement Grants,St Albans,St Albans East Primary School 7-17 Station Avenue ST ALBANS VIC 3021
-27.46803201,153.0445457,Jigsaw Queensland Incorporated,4-WZ3BPC,Forced Adoption Support Services,Jigsaw Queensland Inc,505 Bowen Terrace NEW FARM QLD 4005
-28.85359758,153.0366234,Jumbunna Community Pre-School & Early Intervention Centre Inc,4-Z06K88,Children and Parent Support Services,Casino,"Lot 15, 60 High Street CASINO NSW 2470"
-29.11337802,153.4306655,Jumbunna Community Pre-School & Early Intervention Centre Inc,4-Z06K88,Children and Parent Support Services,Evans Head,"Lot 17, 1 Beech Street EVANS HEAD NSW 2473"
-28.62265158,153.0036009,Jumbunna Community Pre-School & Early Intervention Centre Inc,4-Z06K88,Children and Parent Support Services,Kyogle,157-159 Summerland Way KYOGLE NSW 2474
-28.75563074,152.9372087,Jumbunna Community Pre-School & Early Intervention Centre Inc,4-Z06K88,Children and Parent Support Services,Stratheden,710 Stratheden Rd Stratheden NSW 2470
-28.89183131,152.5775177,Jumbunna Community Pre-School & Early Intervention Centre Inc,4-Z06K88,Children and Parent Support Services,Tabulam,"Lot 213, 1 Bruxner Highway TABULAM NSW 2469"
-28.9521878,153.4646281,Jumbunna Community Pre-School & Early Intervention Centre Inc,4-Z06K88,Children and Parent Support Services,Wardell,54 Richmond St WARDELL NSW 2477
-29.07219337,153.3408309,Jumbunna Community Pre-School & Early Intervention Centre Inc,4-Z06K88,Children and Parent Support Services,Woodburn,1 Woodburn St Woodburn NSW 2472
-28.39044759,152.6107342,Jumbunna Community Pre-School & Early Intervention Centre Inc,4-Z06K88,Children and Parent Support Services,Woodenbong,Lindsay St WOODENBONG NSW 2476
-35.13965303,138.474126,JUNCTION AUSTRALIA LTD,4-YQXHB4,Financial Crisis and Material Aid - Emergency Relief,Southern Junction Community Services Inc,"34 Beach Road, CHRISTIES BEACH SA 5165"
-34.87137017,147.5857584,JUNEE COMMUNITY CENTRE INC,4-YIFKBP,Financial Crisis and Material Aid - Emergency Relief,Junee Community Centre Inc,"16 Belmore St, JUNEE NSW 2663"
-18.22495755,127.6689315,Jungarni-Jutiya Indigenous Corporation,4-YIFKMT,Financial Crisis and Material Aid - Emergency Relief,Jungarni-Jutiya Indigenous Corporation,29 Thomas Street HALLS CREEK WA 6770
-30.78224,121.48765,KALGOORLIE BOULDER VOLUNTEER CENTRE INC,4-103LGVY,Volunteer Management Program,Kalgoorlie Boulder Volunteer Centre Inc,"106 Burt Street, BOULDER WA 6432"
-28.00132731,153.3440765,KALWUN DEVELOPMENT CORPORATION LIMITED,4-YIUS2D,Financial Crisis and Material Aid - Emergency Relief,Kalwun Development Corporation Pty Ltd,"1/30 Lawrence Drive, NERANG QLD 4211"
-35.6499266,137.6353294,KANGAROO ISLAND CHILDREN'S SERVICES INC,4-Z2UTO5,Children and Parent Support Services,Kangaroo Island Children's Services Inc,"50 Buller Street, KINGSCOTE SA 5223"
-33.88040014,150.9664072,KARITANE,4-1OM841V,Children and Parent Support Services,Karitane,"Cnr The Horsley Dr & Mitchell St, CARRAMAR NSW 2163"
-35.34904836,149.0945332,KARRALIKA PROGRAMS INCORPORATED,4-1OM7HNP,Children and Parent Support Services,Karralika Programs Inc,"E Block. Cit Southern Campus, Ainsworth St, PHILLIP ACT 2606"
-35.34904836,149.0945332,KARRALIKA PROGRAMS INCORPORATED,4-YJ9N96,Financial Crisis and Material Aid - Emergency Relief,Karralika Programs Inc,"E Block. Cit Southern Campus, Ainsworth St, PHILLIP ACT 2606"
-30.88736174,153.0229361,KEMPSEY NEIGHBOURHOOD CENTRE INC,4-10385LQ,Volunteer Management Program,Kempsey Neighbourhood Centre Inc,"9 Ocean Street, SOUTH WEST ROCKS NSW 2431"
-31.07799379,152.8323797,KEMPSEY NEIGHBOURHOOD CENTRE INC,4-YDCPQ9,Commonwealth Financial Counselling and Financial Capability,Kempsey Neighbourhood Centre Incorporated,"5 Kemp Street, KEMPSEY NSW 2440"
-31.07799379,152.8323797,KEMPSEY NEIGHBOURHOOD CENTRE INC,4-YQZQJC,Problem Gambling,Kempsey Neighbourhood Centre Incorporated,"5 Kemp Street, KEMPSEY NSW 2440"
-24.87475877,152.3536132,Kenalwyn Bundaberg & District Neighbourhood Centre Inc.,4-YZHO53,Settlement Grants,Bundaberg & District Neighbourhood Centre,111 Targo Street BUNDABERG QLD 4670
-37.47033256,145.3203615,KINGLAKE RANGES FOUNDATION,4-Y80NDW,Community Development and Participation Grants,Kingalke Ranges Foundation,"2970 Kinglake Heidelberg Road, KINGLAKE VIC 3757"
-37.52163495,145.3541195,KINGLAKE RANGES FOUNDATION,4-Y80NDW,Community Development and Participation Grants,Kinglake Ranges Neighbourhood House,"6 Mcmahons Road, KINGLAKE VIC 3763"
-35.10817205,147.3598366,KURRAJONG WARATAH,4-1OM8436,Children and Parent Support Services,Kurrajong Waratah - Wagga Wagga,"LORD BADEN POWELL DR, WAGGA WAGGA NSW 2650"
-27.61000584,153.0697043,KYABRA COMMUNITY ASSOCIATION INC,4-YJ9NHP,Financial Crisis and Material Aid - Emergency Relief,Kyabra Community Association Inc,"Kyabra Street, RUNCORN QLD 4113"
-37.71658021,145.0442144,LA TROBE UNIVERSITY,4-Z2HM1U,Existing and Emerging Challenges including Dementia Care,La Trobe University,"Cashiers Office, 940 Plenty Rd, BUNDOORA VIC 3086"
-33.0195068,137.5248089,LADY GOWRIE CHILD CENTRE INCORPORATED,4-Z09W1K,Children and Parent Support Services,Lady Gowrie Child Centre - Nunyara Wellbeing Centre,"17 Tully Street, WHYALLA STUART SA 5608"
-34.91836002,138.5719977,LADY GOWRIE CHILD CENTRE INCORPORATED,4-Z09W1K,Children and Parent Support Services,Lady Gowrie Child Centre Incorporated,"39a-43 Dew Street, THEBARTON SA 5031"
-27.63900165,152.3933241,Laidley and Districts Community Organisation Inc.,4-YJ9NQO,Financial Crisis and Material Aid - Emergency Relief,Laidley and Districts Community Organisation Inc,13 Mary Street LAIDLEY QLD 4341
-38.15617502,145.1910372,LANGWARRIN COMMUNITY CENTRE OCCASIONAL CARE,4-Y6COHO,Community Development and Participation Grants,Langwarrin Community Centre Occasional Care,"2 Lang Rd, LANGWARRIN VIC 3910"
-38.23577842,146.3999177,LATROBE COMMUNITY HEALTH SERVICE LIMITED,4-YQIINS,Financial Crisis and Material Aid - Emergency Relief,Latrobe Community Health Service Incorporated,"81 - 87 Buckley Street, MORWELL VIC 3840"
-38.60615236,145.5902102,LATROBE COMMUNITY HEALTH SERVICE LIMITED,4-YQZQED,Problem Gambling,Bass Coast Regional Health,"Graham Street, WONTHAGGI VIC 3995"
-38.10547675,147.0644504,LATROBE COMMUNITY HEALTH SERVICE LIMITED,4-YQZQED,Problem Gambling,Latrobe Community Health Service Incorporated,"52 MacArthur St, SALE VIC 3850"
-37.8267867,147.6328198,LATROBE COMMUNITY HEALTH SERVICE LIMITED,4-YQZQED,Problem Gambling,Latrobe Community Health Service Incorporated,"68 Macleod Street, BAIRNSDALE VIC 3875"
-38.23577842,146.3999177,LATROBE COMMUNITY HEALTH SERVICE LIMITED,4-YQZQED,Problem Gambling,Latrobe Community Health Service Incorporated,"81 - 87 Buckley Street, MORWELL VIC 3840"
-38.16212743,145.9337275,LATROBE COMMUNITY HEALTH SERVICE LIMITED,4-YQZQED,Problem Gambling,Latrobe Community Health Service Incorporated,"Cnr of Mason Street & Palmerston Street, WARRAUGL VIC 3820"
-37.8267867,147.6328198,LATROBE COMMUNITY HEALTH SERVICE LIMITED,4-YZKKZT,Settlement Grants,Latrobe Community Health Service,"68 Macleod Street, BAIRNSDALE VIC 3875"
-38.23577842,146.3999177,LATROBE COMMUNITY HEALTH SERVICE LIMITED,4-YZKKZT,Settlement Grants,Latrobe Community Health Service Incorporated,"81 - 87 Buckley Street, MORWELL VIC 3840"
-38.23577842,146.3999177,LATROBE COMMUNITY HEALTH SERVICE LIMITED,4-Z0987K,Support and Information to Assist Carers Maintain their Caring Role,Latrobe Community Health Service Incorporated,"81 - 87 Buckley Street, MORWELL VIC 3840"
-41.44164691,147.1386961,Launceston City Mission Inc.,4-YQIJ6B,Financial Crisis and Material Aid - Emergency Relief,Launceston City Mission - Family Services ER,46 Frederick St 46 Frederick St LAUNCESTON TAS 7250
-37.866563,144.767776,Laverton Community Integrated Services Inc,4-YQKG3T,Financial Crisis and Material Aid - Emergency Relief,Laverton Community Centre,12 Crown St Laverton VIC 3028
-37.79971899,144.9407088,LEARNING AND LIFE CENTRE (THE HUDDLE) LTD,4-XS5PI9,Diversity and Social Cohesion,Learning and Life Centre (The Huddle) Ltd,"204-206 Arden Street, NORTH MELBOURNE VIC 3051"
-37.79971899,144.9407088,LEARNING AND LIFE CENTRE (THE HUDDLE) LTD,4-XS5PI9,Diversity and Social Cohesion,North Melbourne Football Club,"The Huddle, 204-206 Arden Street, NORTH MELBOURNE VIC 3051"
-33.91213567,151.0738204,LEBANESE MOSLEM ASSOCIATION,4-1F2R7V7,Community Development and Participation Grants,Lebanese Moslem Association,"71-75 Wangee Road, LAKEMBA NSW 2195"
-27.62664724,152.7419066,Leichhardt Community Group Inc,4-YQKGCG,Financial Crisis and Material Aid - Emergency Relief,Leichhardt-One Mile Community Centre,1-17 Denman Street LEICHHARDT QLD 4305
-37.6857305,144.9221,LENTARA UNITINGCARE,4-YR0GBX,Problem Gambling,Lentara UnitingCare,"413-419 Camp Road, BROADMEADOWS VIC 3047"
-37.765393,144.962225,LENTARA UNITINGCARE,4-YR0GBX,Problem Gambling,Lentara UnitingCare,"503 Sydney Road, BRUNSWICK VIC 3056"
-37.59841409,144.9350188,LENTARA UNITINGCARE,4-YR0GBX,Problem Gambling,Lentara UnitingCare,"59 Craigieburn Road, CRAIGIEBURN VIC 3064"
-37.702368,144.970316,LENTARA UNITINGCARE,4-YR0GBX,Problem Gambling,Lentara UnitingCare,"79 Jukes Road, FAWKNER VIC 3060"
-37.57934425,144.7331134,LENTARA UNITINGCARE,4-YR0GBX,Problem Gambling,Lentara UnitingCare,"Sunbury Primary, 12-28 Macedon Street, SUNBURY VIC 3429"
-30.30020763,153.1168582,LifeHouse Care,4-YQKGJL,Financial Crisis and Material Aid - Emergency Relief,Lifehouse Care,12 Earl St COFFS HARBOUR NSW 2450
-35.31808776,149.0959784,LIFELINE AUSTRALIA LTD,4-YBVQM9,Commonwealth Financial Counselling and Financial Capability,Lifeline Australia,"14 Thesiger Court, DEAKIN ACT 2600"
-31.95974085,141.4624874,LIFELINE BROKEN HILL INCORPORATED,4-Y0W7N0,Community Development and Participation Grants,Lifeline Broken Hill Incorporated,"194 Argent Street, BROKEN HILL NSW 2880"
-33.41902146,149.566684,LIFELINE CENTRAL WEST INC,4-YQZQ9N,Problem Gambling,LIFELINE CENTRAL WEST INC,"293A Stewart Street, BATHURST NSW 2795"
-27.55886351,151.9533618,LIFELINE DARLING DOWNS & SOUTH WEST QUEENSLAND LIMITED,4-1NP5QGW,Commonwealth Financial Counselling and Financial Capability,Lifeline Darling Downs And South West Queensland Limited,"33 Russell St, TOOWOOMBA CITY QLD 4350"
-27.55886351,151.9533618,Lifeline Darling Downs And South West Queensland Limited,4-YQZQ4U,Problem Gambling,Lifeline Darling Downs - Toowoomba,33 Russell Street TOOWOOMBA CITY QLD 4350
-27.55886351,151.9533618,Lifeline Darling Downs And South West Queensland Limited,4-YQZQ4U,Problem Gambling,Lifeline Darling Downs And South West Queensland Limited,33 Russell St TOOWOOMBA CITY QLD 4350
-33.79889375,151.1827663,Lifeline Harbour to Hawkesbury Inc,4-YC1MZG,Commonwealth Financial Counselling and Financial Capability,Dougherty Centre - Chatswood,"Lot 2, 7 Victor Street CHATSWOOD NSW 2067"
-33.75381016,151.1531921,Lifeline Harbour to Hawkesbury Inc,4-YC1MZG,Commonwealth Financial Counselling and Financial Capability,Gordon Office,"Lot 11, 4 Park Avenue GORDON NSW 2072"
-33.7071184,151.0980947,Lifeline Harbour to Hawkesbury Inc,4-YC1MZG,Commonwealth Financial Counselling and Financial Capability,Hornsby Outreach,Unit 1 117-119 Pacific Hwy HORNSBY NSW 2077
-37.8321242,140.7901246,LIFELINE SOUTH EAST (SA) INCORPORATED,4-YQLJDN,Financial Crisis and Material Aid - Emergency Relief,Lifeline South East (SA) Inc.,"5 Mark Street, MOUNT GAMBIER SA 5290"
-30.70697632,152.9191208,Lifetime Connect Inc,4-ZN7HN4,Children and Parent Support Services,Lifetime Connect - School Readiness Program,23 Wallace Street MACKSVILLE NSW 2447
